"Name","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"Elvis","Forster",850,"Germany","Male",44,3,140393.65,2,0,1,186285.52,0
"Mary","Sun",646,"Spain","Female",50,5,142644.64,2,1,1,142208.5,1
"Coco","Bocharova",659,"France","Female",44,9,23503.31,1,0,1,169862.01,1
"Bob","Y?an",487,"Spain","Male",33,8,145729.71,1,1,0,41365.85,0
"Malala","Singh",740,"Germany","Female",40,2,122295.17,2,1,1,30812.84,0
"Bill","Nkemakonam",686,"France","Male",39,4,0,2,1,0,155023.93,0
"Amelia","Chiemenam",612,"Spain","Female",36,5,119799.27,2,1,0,159416.58,0
"Adolf","Angelo",655,"Spain","Male",37,8,163708.58,2,0,0,76259.23,0
"David","Frolov",617,"France","Male",34,1,61687.33,2,1,0,105965.25,0
"Charles","West",674,"France","Female",27,4,79144.34,1,0,1,50743.83,0
"Muhammad","Beatham",711,"Spain","Male",32,5,0,2,1,1,147720.27,0
"Martin","Pollard",624,"Germany","Female",27,7,104848.68,1,1,1,167387.36,0
"Woodrow","Hsing",597,"Spain","Male",26,5,0,2,0,1,95159.13,0
"Julie","Dowse",682,"Spain","Male",46,4,0,1,1,1,4654.28,0
"Al","Lucciano",775,"France","Male",45,8,0,1,1,0,130376.68,0
"Steve","Godfrey",727,"France","Female",29,1,146652.01,1,1,1,173486.39,0
"Malala","Gratton",629,"France","Male",31,6,0,2,1,0,93881.75,0
"Franklin","Manning",684,"France","Male",46,0,0,2,1,1,36376.97,0
"Ronald","Mazzi",549,"Germany","Female",37,1,130622.34,2,1,1,128499.94,0
"Queen","Wall",593,"Germany","Male",69,2,187013.13,2,0,1,105898.69,0
"Christopher","Sims",536,"Spain","Male",40,9,0,2,1,1,11959.03,0
"Katherine","Allan",707,"France","Female",36,6,0,1,0,0,98810.78,0
"Paul","Griffen",592,"Spain","Male",41,0,0,2,1,0,65906.07,0
"Fidel","Russell",703,"France","Male",44,6,98862.54,1,1,0,151516.7,0
"Kylie","Brown",723,"Spain","Female",45,4,0,2,1,0,37214.39,0
"Leo","Palerma",452,"Germany","Male",52,1,98443.14,2,0,0,92033.98,0
"John","Gilbert",552,"Spain","Male",42,4,0,2,0,0,195692.3,0
"Ingrid","Uvarov",633,"France","Female",47,0,0,1,1,1,6342.84,1
"Indira","Wisdom",479,"Germany","Female",23,9,123575.51,1,0,1,95148.28,0
"Billie","Hussain",768,"France","Male",25,6,0,2,1,1,21215.67,0
"John","Woods",742,"France","Male",31,4,105239.1,1,1,1,19700.24,0
"Charles","Cameron",668,"Germany","Male",56,9,110993.79,1,1,0,134396.64,1
"C.S.","Mai",707,"Spain","Male",44,3,0,2,1,1,135077.01,0
"Winston","Gibson",754,"Spain","Male",39,7,157691.98,2,1,0,133600.89,1
"Peter","Grigoryeva",544,"Germany","Male",47,5,105245.21,1,0,0,99922.08,1
"Marie","Gunter",718,"Spain","Male",32,8,0,2,1,1,41399.33,0
"Malala","Arcuri",762,"France","Male",31,7,117687.35,1,1,1,159344.43,0
"J.K.Rowling","Tung",772,"France","Male",23,2,0,2,1,0,18364.19,0
"Audrey","Smith",691,"Germany","Female",37,7,123067.63,1,1,1,98162.44,1
"Lech","Lori",502,"France","Male",45,0,0,1,0,0,84663.21,0
"Neil","Chidimma",563,"France","Female",34,6,0,2,0,0,36536.93,0
"George","Ting",676,"France","Female",41,4,101457.14,1,1,1,79101.67,0
"Vladimir","Tsao",576,"Spain","Male",52,2,100549.43,2,1,1,16644.16,0
"Amelia","Collee",629,"Spain","Male",35,4,174588.8,2,0,1,158420.14,0
"Alfred","Lettiere",625,"Spain","Male",52,8,121161.57,1,1,0,48988.28,0
"Mahatma","Fu",628,"France","Male",45,9,0,2,1,1,96862.56,0
"Brad","Bergamaschi",471,"Germany","Female",36,5,90063.74,2,1,1,96366.7,0
"Richard","Dyer",811,"France","Female",45,5,0,2,1,1,146123.19,0
"Al","Buccho",504,"France","Male",42,3,134936.97,2,0,0,135178.91,0
"Walt","Jones",687,"France","Female",24,3,110495.27,1,1,0,158615.41,0
"Jimmy","Nebechi",660,"Germany","Female",37,2,133200.09,1,0,0,71433.88,0
"Rosa","Ibekwe",548,"France","Female",41,4,82596.8,1,0,1,55672.09,0
"Bob","Gorshkov",609,"Germany","Male",31,9,103837.75,1,1,1,150218.11,0
"Ludwig","Nweke",659,"Spain","Female",42,2,0,1,0,0,162734.31,1
"Audrey","Hairston",526,"France","Male",52,8,93590.47,1,0,1,21228.71,1
"C.S.","Loggia",725,"Germany","Male",40,8,104149.66,1,1,0,62027.9,0
"Bob","Morgan",519,"Germany","Male",38,1,114141.64,1,1,1,60988.21,1
"Ludwig","Abdulov",562,"Germany","Female",31,9,117153,1,1,1,108675.01,0
"Sting","Norris",482,"Germany","Male",45,7,156353.46,1,1,0,72643.95,1
"Franklin","Clark",535,"Spain","Male",37,3,175534.78,2,1,1,9241.52,0
"Madonna","Chukwudi",561,"France","Female",27,9,135637,1,1,0,153080.4,1
"Marie","Perkin",661,"France","Female",30,7,0,2,1,0,72196.57,0
"Donald","Ch'ang",771,"France","Male",27,2,0,2,1,1,199527.34,0
"Marilyn","Kang",545,"France","Male",26,7,0,2,0,1,156598.23,0
"Pope","Chukwudi",850,"Germany","Female",33,2,83415.04,1,0,1,74917.64,0
"Marie","Frolova",601,"Germany","Male",43,3,141859.12,2,1,1,111249.62,0
"Amelia","Chiu",712,"Germany","Male",38,7,132767.66,2,1,1,59115.77,0
"Vladimir","Simpson",589,"France","Female",31,10,110635.32,1,1,0,148218.86,0
"Lech","McLean",600,"Spain","Male",37,8,177657.35,1,1,1,77142.32,0
"Neil","Hu",642,"Germany","Male",41,4,157777.58,1,1,0,67484.6,0
"Prince","Savage",575,"Germany","Male",47,9,107915.94,2,1,1,63452.18,1
"Elvis","Wallace",570,"Germany","Female",57,5,86568.75,1,0,1,103660.31,0
"Mao","Winter",532,"Germany","Male",52,9,137755.76,1,1,0,163191.99,1
"Ludwig","Ho",796,"France","Male",30,2,137262.71,2,1,0,62905.29,0
"Mikhail","Su",833,"Spain","Male",32,6,0,1,1,1,44323.22,1
"Cleopatra","Li Fonti",642,"Spain","Female",36,6,0,2,1,1,97938.59,0
"Desmond","Ives",655,"France","Male",28,10,0,2,0,1,126565.21,0
"Mao","Trevisani",736,"Germany","Male",50,9,116309.01,1,1,0,185360.4,1
"Martin","Bond",617,"France","Female",34,0,131244.65,2,1,0,183229.02,0
"Bob","Lettiere",762,"Germany","Male",28,3,125155.83,2,1,1,106024.02,0
"John","Houghton",703,"Germany","Male",35,5,140691.08,2,1,0,167810.26,0
"Ronald","Lei",507,"France","Male",41,3,58820.32,2,1,1,138536.09,0
"Vladimir","Stirling",581,"Germany","Female",26,3,105099.45,1,1,1,184520,1
"C.S.","Grant",593,"France","Male",31,9,0,2,0,1,20492.16,0
"Jawaharlal","Baresi",648,"France","Male",23,9,168372.52,1,1,0,134676.72,0
"Brad","Pearce",462,"Germany","Male",34,1,94682.56,2,1,0,138478.2,0
"Charles","Rutledge",596,"Spain","Male",36,2,0,2,0,1,125557.95,0
"Dalai","Udegbunam",627,"France","Female",44,5,0,2,1,0,82969.61,1
"Jacqueline","Zaytseva",494,"France","Male",40,7,0,2,0,1,158071.69,0
"Mary","Onyemauchechukwu",627,"France","Male",73,0,146329.73,1,0,1,43615.67,0
"Joseph","Mullah",850,"Spain","Male",37,2,0,2,1,0,119969.99,0
"Peter","Candler",632,"France","Female",49,5,167962.7,1,0,0,140201.21,0
"John","Konovalova",490,"France","Male",33,1,0,2,1,1,80792.83,0
"Ernest","Lei",715,"France","Male",40,7,0,1,1,1,141359.11,0
"Rosa","Hollis",679,"France","Male",48,8,0,2,1,0,23344.94,0
"Kylie","Lionel",619,"France","Male",44,3,116967.68,1,1,0,5075.17,1
"Queen","Francis",465,"Spain","Female",33,6,0,2,1,1,95500.98,0
"Albert","Carter",736,"Spain","Male",32,7,0,1,0,1,79082.62,0
"Benazir","Mai",501,"Germany","Female",34,7,93244.42,1,0,1,199805.63,0
"John","Johnson",535,"France","Female",29,5,0,2,0,1,52709.55,0
"Roman","Sherman",759,"France","Female",33,2,0,2,1,0,56583.88,0
"Pope","Sabbatini",819,"France","Male",35,1,0,2,0,1,3385.04,0
"Leon","Shih",533,"Germany","Male",43,4,80442.06,2,0,1,12537.42,0
"Louis","Yao",632,"Germany","Female",35,2,150561.03,2,0,0,64722.61,0
"Alfred","Ko",686,"France","Male",60,9,0,3,1,1,75246.21,1
"Haile","Kazakova",687,"France","Female",34,9,125474.44,1,1,0,198929.84,0
"Stephen","Chiganu",667,"Germany","Female",33,4,127076.68,2,1,0,69011.66,0
"Katherine","Nucci",699,"Spain","Female",25,8,0,2,1,1,52404.47,0
"Michael","Marsden",497,"Spain","Male",37,8,128650.11,2,1,1,163641.53,0
"Emmeline","Serena",780,"Spain","Female",33,6,145580.61,1,1,1,154598.56,0
"Mother","McLean",652,"France","Female",51,3,0,1,1,0,173989.47,1
"Indira","Longo",477,"France","Male",47,9,144900.58,1,1,0,61315.37,1
"Coco","Wilson",652,"France","Female",37,4,0,2,1,0,143393.24,0
"J.K.Rowling","Hsiung",488,"France","Female",31,8,97588.6,1,0,0,124210.53,0
"Pope","Wright",572,"France","Male",24,1,0,2,1,1,151460.84,0
"Malcolm","Folliero",755,"France","Female",38,1,0,2,1,0,20734.81,0
"Carl","Johnston",779,"Germany","Female",24,10,122200.31,2,1,0,43705.56,0
"Lyndon","Palermo",693,"Spain","Female",46,3,151709.33,1,1,0,180736.24,0
"Henry","Nwabugwu",530,"Spain","Female",22,7,0,2,1,0,104170.48,0
"Barack","Endrizzi",738,"Spain","Female",33,3,122134.4,2,0,1,27867.59,0
"Tiger","Tuan",690,"Germany","Male",31,2,137260.45,2,1,0,55387.28,0
"Billie","Udobata",611,"France","Female",30,9,88594.14,1,1,0,196332.45,0
"Tim","Ibezimako",643,"Spain","Male",34,6,0,2,1,1,116046.22,0
"Mata","Maclean",632,"Germany","Male",41,8,127205.32,4,1,0,93874.87,1
"Woodrow","Shaw",727,"Spain","Female",31,10,96997.09,2,0,0,76614.04,0
"Al","Cummins",508,"France","Female",64,2,0,1,1,1,6076.62,0
"Billie","Lavrentiev",550,"France","Male",31,5,142200.19,2,1,1,122221.71,0
"Rosa","Saunders",754,"Germany","Female",39,3,160761.41,1,1,1,24156.03,0
"Vladimir","Fiorentino",759,"France","Male",26,4,0,2,1,0,135394.62,0
"Leonardo","Knight",794,"Spain","Male",33,8,0,2,0,0,91340.02,0
"Leo","Manfrin",549,"France","Male",29,3,0,2,1,0,146090.38,0
"Shakira","Zetticci",671,"France","Male",31,0,116234.61,1,1,0,172096.08,0
"John","Angelo",756,"Germany","Female",26,5,155143.52,1,0,1,135034.57,1
"Marie","Zhdanov",632,"France","Female",21,1,0,2,1,0,84008.66,0
"Henry","Peck",579,"France","Male",38,8,0,2,0,0,91763.67,0
"Stephen","Uwaezuoke",748,"France","Male",34,5,84009.47,1,1,1,137001.1,0
"Leonardo","White",488,"Germany","Female",28,7,139246.22,2,1,0,106799.49,0
"Joseph","Greco",710,"Germany","Male",58,7,170113,2,0,1,10494.64,0
"Malcolm","Chu",619,"Spain","Female",41,8,0,3,1,1,79866.73,1
"Leonardo","Kodilinyechukwu",773,"France","Male",64,2,145578.28,1,0,1,186172.85,0
"Babe","Scott",657,"Spain","Male",75,7,126273.95,1,0,1,91673.6,0
"Queen","Enyinnaya",579,"France","Female",26,10,162482.76,1,1,1,18458.2,0
"Mahatma","Hao",542,"France","Male",29,9,0,1,1,0,8342.35,0
"Sting","McElhone",709,"France","Female",32,2,87814.89,1,1,0,138578.37,0
"Rosa","Ko",617,"Spain","Male",61,3,113858.95,1,1,1,38129.22,0
"Emile","Day",568,"Germany","Male",43,5,87612.64,4,1,1,107155.4,1
"Haile","Harris",769,"France","Female",73,1,0,1,1,1,29792.11,0
"Fidel","Gerald",608,"Germany","Male",26,1,106648.98,1,0,1,7063.6,0
"Kylie","Nebeuwa",503,"Spain","Male",31,4,0,2,1,1,21645.06,0
"Vincent","Kaodilinakachukwu",608,"Germany","Female",38,8,103653.51,2,1,1,137079.86,0
"Jawaharlal","Maruff",731,"Germany","Male",37,3,116880.53,1,0,0,172718.35,1
"Martin","Howe",850,"Germany","Female",40,4,97990.49,2,0,0,106691.02,0
"Lionel","Knepper",591,"Germany","Female",34,4,150635.3,1,1,1,72274.84,0
"Peter","Fennell",579,"Spain","Male",37,4,0,2,1,1,32246.63,0
"Tom","T'ao",570,"France","Male",39,10,129674.89,2,1,0,80552.36,0
"Wright","Morris",709,"France","Female",37,9,0,2,1,0,16733.59,0
"Ludwig","Holmes",611,"France","Male",53,3,83568.26,1,0,0,1235.49,0
"Lance","Yu",775,"Spain","Male",48,4,178144.91,2,0,0,50168.41,1
"Dalai","Walker",699,"Germany","Male",36,6,147137.74,1,1,1,33687.9,0
"Charles","Edwards",618,"France","Male",37,5,0,1,0,1,178705.45,1
"Brad","Harvey",704,"France","Male",36,3,114370.41,1,0,1,66810.48,0
"Vladimir","McDonald",835,"Germany","Female",47,5,108289.28,2,1,1,45859.55,1
"Michael","Chambers",714,"Germany","Male",39,3,149887.49,2,1,0,63846.36,0
"Leon","Reed",581,"Spain","Female",43,4,170172.9,1,0,1,100236.02,0
"Steve","Shih",592,"France","Male",27,3,0,2,1,1,19645.65,0
"Amelia","Onyemachukwu",551,"France","Male",43,7,0,2,1,0,178393.68,0
"George","Teng",689,"Germany","Female",28,2,64808.32,2,0,0,78591.15,0
"Wright","Hand",604,"France","Female",56,0,62732.65,1,0,1,124954.56,0
"Fidel","Onyemauchechukwu",514,"France","Female",41,7,0,2,1,1,3756.65,0
"Jacqueline","Bailey",698,"France","Male",29,5,95167.55,1,1,1,152723.23,0
"J.R.R.","Chiang",581,"Germany","Female",54,2,152508.99,1,1,0,187597.98,1
"Sting","Maclean",573,"Germany","Male",31,0,134644.19,1,1,1,70381.49,0
"C.S.","Yobachi",449,"Spain","Female",33,8,0,2,0,0,156792.89,0
"Pope","Munro",850,"Germany","Female",31,3,51293.47,1,0,0,35534.68,0
"Oprah","Chidi",612,"France","Male",41,5,0,3,0,0,151256.22,0
"Haile","Chamberlain",690,"Spain","Male",49,8,116622.73,1,0,1,51011.29,0
"George","Trujillo",599,"Spain","Female",49,2,0,2,1,0,111190.53,0
"George","Tang",498,"France","Male",33,1,198113.86,1,1,0,69664.35,0
"Madonna","Wilson",497,"France","Female",29,4,85646.81,1,0,0,63233.02,1
"Richard","Mann",802,"Spain","Male",51,7,0,1,0,1,40855.79,0
"Jawaharlal","Parry",644,"France","Male",33,9,141234.98,1,1,0,95673.05,0
"C.S.","Manfrin",714,"France","Male",34,10,0,2,1,1,80234.14,0
"Bill","Millar",690,"France","Female",40,9,77641.99,1,0,0,189051.59,1
"Paul","Simmons",522,"Spain","Male",30,3,0,2,1,0,145490.85,0
"Rupert","Beneventi",502,"Germany","Female",40,7,117304.29,1,0,0,196278.32,0
"Louis","Chung",730,"Spain","Female",62,2,0,2,1,1,162889.1,0
"Malala","Maxwell",590,"Germany","Male",36,6,92340.69,2,1,1,174667.58,0
"Plato","Dale",458,"Germany","Male",35,9,146780.52,2,1,1,3476.38,0
"Usain","Stevens",553,"Spain","Male",41,6,144974.55,1,1,1,19344.92,0
"Charles","Wei",479,"France","Male",47,1,0,1,1,0,95270.83,0
"Katherine","Chiu",693,"France","Male",31,2,0,2,1,1,107759.31,0
"Carl","Duncan",707,"Spain","Male",43,10,0,2,1,0,118368.2,0
"Paul","Brady",636,"Spain","Male",37,1,115137.26,1,1,0,52484.01,0
"J.R.R.","Macleod",807,"France","Male",33,10,101952.97,2,1,0,178153.65,0
"Roger","Berkeley",513,"France","Female",45,0,164649.52,3,1,0,49915.52,1
"Martin","Kaur",582,"France","Male",31,2,0,2,1,1,33747.03,0
"C.S.","Bell",694,"France","Male",32,0,91956.49,1,1,1,59961.81,0
"Sting","Nwokike",777,"France","Male",39,8,0,2,1,1,18613.52,0
"Carl","Williamson",598,"Germany","Male",32,9,123938.6,2,1,0,198894.42,0
"Lionel","Mountgarrett",762,"Germany","Male",46,6,123571.77,3,0,1,57014.17,1
"Queen","Wreford",588,"France","Female",34,3,120777.88,1,1,1,131729.52,0
"Nelson","Paterson",663,"Germany","Male",42,5,90248.79,1,1,1,79169.73,0
"Muhammad","Hou",777,"France","Male",36,7,0,1,1,0,106472.34,0
"Marilyn","Smith",592,"France","Male",71,4,0,2,0,1,17013.54,0
"Leon","Peng",631,"Germany","Male",48,1,106396.48,1,1,1,150661.42,1
"Indira","Wollstonecraft",725,"Germany","Female",47,1,104887.43,1,0,0,86622.56,1
"Fidel","Bolton",850,"France","Male",34,2,72079.71,1,1,1,115767.93,0
"Jawaharlal","Corrie",540,"France","Male",37,6,0,2,1,0,141998.89,0
"Roger","Boyle",674,"Spain","Male",36,2,0,2,1,1,182787.17,0
"Pele","Lambie",553,"France","Male",38,3,99844.68,1,0,0,187915.7,0
"Ronald","Cartwright",630,"France","Female",28,1,0,2,1,1,133267.78,0
"Aung","Lu",466,"France","Male",26,3,156815.71,1,1,1,137476.09,0
"Babe","Pisano",613,"France","Male",47,6,146034.74,1,1,1,77146.14,0
"Nelson","Chukwubuikem",558,"France","Male",27,1,152283.39,1,1,0,183271.15,0
"Joseph","Harper",775,"Germany","Female",33,1,118897.1,2,1,1,26362.4,0
"Mahatma","Wilson",698,"Germany","Male",52,8,96781.39,1,1,1,153373.71,0
"Sacha","Ch'in",608,"Germany","Male",33,1,102772.67,2,1,0,70705.58,0
"Lyndon","Streeton",670,"Spain","Female",20,4,0,2,1,0,119759.24,0
"David","Ch'ang",591,"Spain","Male",39,8,0,2,0,0,42392.24,0
"Queen","Pennington",633,"France","Male",40,4,150578,1,0,1,34670.62,1
"Wright","T'ien",678,"France","Female",46,1,0,2,0,0,82106.19,0
"Tim","Liu",590,"France","Male",47,3,0,2,1,0,171774.5,0
"Paul","Cunningham",705,"France","Female",48,0,0,2,0,0,149772.61,0
"Billie","Ch'in",608,"France","Male",42,10,163548.07,1,1,0,38866.85,0
"Shakira","Smith",682,"France","Female",37,8,148580.12,1,1,0,35179.18,0
"J.K.Rowling","Anderson",596,"Germany","Male",32,3,96709.07,2,0,0,41788.37,0
"Coco","Forbes",395,"Germany","Female",34,5,106011.59,1,1,1,17376.57,1
"J.K.Rowling","Ansell",578,"Germany","Male",37,1,135650.88,1,1,0,199428.19,0
"Mary","Chiu",547,"Germany","Male",55,4,111362.76,3,1,0,16922.28,1
"Eva","Yevdokimova",609,"France","Male",37,1,39344.83,1,1,1,178291.89,1
"Madonna","Chamberlin",774,"Germany","Male",36,9,130809.77,1,1,0,152290.28,0
"Grace","Johnston",712,"France","Female",27,2,133009.51,1,1,0,126809.15,0
"Lord","McDonald",585,"Germany","Female",28,9,135337.49,2,1,1,40385.61,0
"Winston","Chen",666,"France","Female",32,10,112536.57,2,1,1,34350.54,0
"David","Cattaneo",708,"Spain","Female",35,8,122570.69,1,0,0,199005.88,0
"Richard","Barclay-Harvey",513,"France","Male",44,1,63562.02,2,0,1,52629.73,1
"John","Dawson",445,"France","Male",37,3,0,2,1,1,180012.39,0
"Martin","Costa",690,"Germany","Male",44,9,100368.63,2,0,0,35342.33,0
"Dalai","Chikwado",850,"France","Male",37,6,0,2,1,0,109291.22,0
"Michael","Ch'eng",537,"Spain","Female",33,7,136082,1,1,0,62746.54,0
"Pele","Harrison",705,"Germany","Male",48,9,114169.16,1,0,0,173273.2,1
"Mahatma","Crawford",670,"France","Female",45,5,47884.92,1,1,1,54340.24,0
"Roman","Gibson",652,"Spain","Female",36,1,0,2,1,1,19302.78,0
"Marie","Martin",696,"Spain","Male",24,9,0,1,0,0,10883.52,0
"Malala","Stokes",747,"France","Male",49,6,202904.64,1,1,1,17298.72,1
"Tiger","Niu",511,"France","Female",46,1,0,1,1,1,115779.48,1
"Indira","Ampt",743,"Spain","Male",43,2,161807.18,2,0,1,93228.86,1
"Carl","Wynn",532,"Germany","Male",52,3,110791.97,1,1,0,148704.77,1
"Elvis","Lawrence",642,"Spain","Female",33,9,0,2,1,1,150475.14,0
"Albert","Wagner",554,"Germany","Female",54,6,108755,1,1,0,40914.32,1
"Benazir","Argyle",604,"Spain","Female",34,3,0,2,1,0,38587.7,0
"Kylie","Ofodile",602,"France","Female",72,3,0,2,1,1,171260.66,0
"George","Chiemenam",757,"Spain","Female",55,9,117294.12,4,1,0,94187.47,1
"Malala","Akobundu",491,"Germany","Male",26,4,102251.14,1,1,1,145900.89,0
"Thomas","Locke",850,"France","Male",31,4,0,2,0,0,152298.28,0
"Marie","Bullen",521,"France","Male",22,5,0,2,1,1,99828.45,0
"Mao","Forster",726,"France","Male",37,2,132057.92,2,1,0,34743.98,0
"Ronald","Smith",596,"France","Male",33,8,0,1,1,0,121189.3,1
"Benazir","Craig",850,"Germany","Female",35,7,114285.2,1,0,1,129660.59,0
"Stephen","Archer",637,"France","Female",41,9,0,2,1,0,145477.36,0
"Leonardo","McWilliams",690,"Spain","Male",32,2,76087.98,1,0,1,151822.66,0
"Lance","Moss",689,"France","Male",40,8,160272.27,1,1,0,49656.24,0
"Roger","Townsend",633,"Spain","Male",63,4,114552.6,1,1,0,73856.28,1
"Mao","Brown",555,"France","Female",27,8,102000.17,1,1,1,116757,0
"Lionel","Munson",563,"Spain","Male",24,7,0,2,0,0,16319.56,0
"Lance","T'ien",494,"France","Female",33,1,137853,1,0,1,90273.85,0
"Paul","Shubin",534,"France","Male",27,9,0,2,1,0,161344.13,0
"Usain","Isayeva",696,"Germany","Male",42,7,162318.61,1,1,0,121061.89,0
"Kylie","Hung",535,"Spain","Female",50,1,140292.58,3,0,0,69531.22,1
"Muhammad","Webb",600,"France","Male",34,0,0,2,0,1,3756.23,0
"Plato","Scott",807,"France","Female",34,1,0,1,0,0,114448.13,0
"J.R.R.","Rahman",714,"France","Female",52,2,0,1,0,1,144045.08,1
"Tim","Lori",590,"France","Male",24,7,126431.54,1,1,0,58781.11,0
"Albert","Cooke",614,"France","Female",41,3,123475.04,1,1,1,179227.52,0
"Coco","Volkova",766,"Germany","Female",45,6,97652.96,1,1,0,127332.33,0
"Lyndon","Lamb",557,"Spain","Male",42,4,0,2,0,1,86642.38,0
"Steve","Hawes",788,"Germany","Female",49,4,137455.99,1,1,0,184178.29,1
"Jimmy","Smith",648,"France","Female",38,2,0,2,0,1,9551.49,0
"Ernest","Swanton",726,"Germany","Female",33,7,99046.31,2,1,1,56053.06,0
"Thomas","Mitchell",773,"France","Male",33,9,0,2,1,1,1118.31,0
"George","Colombo",583,"Germany","Male",27,4,105907.42,2,1,1,195732.04,0
"Ronald","Shaw",565,"Germany","Male",52,5,97720.35,2,1,0,175070.94,1
"George","Shipp",705,"France","Male",25,9,0,2,0,1,112331.19,0
"Pope","Jonathan",685,"Spain","Male",43,4,97392.18,2,1,0,43956.83,0
"Leo","Hernandez",741,"France","Male",29,8,0,2,1,1,115994.52,0
"Emmeline","Green",658,"Germany","Female",28,9,152812.58,1,1,0,166682.57,0
"Dalai","Young",575,"France","Male",27,3,139301.68,1,1,0,99843.98,0
"Alfred","Han",844,"France","Female",41,10,76319.64,1,1,1,141175.18,1
"Mary","Highland",559,"Spain","Male",67,9,125919.35,1,1,0,175910.95,1
"Winston","Hamilton",725,"France","Male",37,6,124348.38,2,0,1,176984.34,0
"Haile","Yobanna",450,"France","Male",29,7,117199.8,1,1,1,43480.63,0
"Leo","Crawford",738,"Germany","Female",57,9,148384.64,1,0,0,155047.11,1
"Mata","Beavers",642,"Germany","Female",19,3,113905.48,1,1,1,176137.2,0
"Vincent","Williamson",618,"Spain","Male",32,5,133476.09,1,0,1,154843.4,0
"David","Beneventi",590,"France","Male",47,0,117879.32,1,1,1,8214.46,0
"Madonna","Chidumaga",735,"France","Male",50,2,0,2,0,1,147075.69,0
"Charles","Mitchell",550,"France","Male",34,8,122359.5,1,0,0,116495.55,0
"Queen","Chibugo",729,"Spain","Female",28,0,0,2,1,1,31165.06,1
"Vladimir","Hyde",743,"Germany","Male",59,5,108585.35,1,1,1,192127.22,1
"Christopher","Alekseeva",555,"France","Male",31,8,145875.74,1,1,0,137491.23,0
"Amelia","Abdulov",667,"Spain","Female",36,3,121542.57,2,1,1,186841.71,0
"Stephen","Buckley",790,"Spain","Female",41,7,109508.68,1,0,0,86776.38,0
"Tiger","Howard",727,"Germany","Male",34,2,146407.11,1,1,1,72073.72,0
"Sigmund","Peel",744,"France","Female",39,6,0,1,0,0,10662.58,0
"George","Herz",629,"Germany","Male",35,8,112330.83,1,1,1,91001.02,0
"Florence","Holden",619,"France","Female",35,4,90413.12,1,1,1,20555.21,0
"Barack","McLean",634,"France","Male",34,8,105302.66,1,1,1,123164.97,0
"Mikhail","Findlay",608,"Spain","Female",35,6,0,2,1,1,143463.28,0
"Carl","Wyatt",507,"France","Female",35,1,0,2,0,0,92131.54,0
"Al","Rapuluolisa",536,"Germany","Female",35,4,121520.36,1,0,0,77178.42,0
"Muhammad","Buckland",730,"Spain","Female",43,1,103960.38,1,1,1,193650.16,0
"Marie","Hargreaves",583,"Germany","Male",39,8,102945.01,1,0,0,52861.89,0
"Jimmy","Onyeoruru",644,"France","Female",24,8,92760.55,1,1,0,35896.75,0
"Jesse","Salas",790,"Spain","Male",37,8,0,2,1,1,149418.41,0
"Tom","Laney",807,"Germany","Female",40,1,134590.21,1,1,1,46253.65,0
"Haile","Fu",581,"France","Female",37,10,104255.03,1,1,0,86609.37,0
"Julie","Tien",627,"Spain","Female",55,6,0,1,0,0,91943.94,1
"Lech","Sazonova",850,"France","Male",41,3,0,2,1,0,128892.36,0
"Jesse","Tuan",754,"France","Female",35,4,0,2,1,0,44830.71,0
"Alfred","Wei",551,"Germany","Male",50,1,121399.98,1,0,1,84508.44,1
"Tim","Bergamaschi",637,"Germany","Male",35,8,147127.81,2,1,1,84760.7,0
"Sting","Taylor",699,"Spain","Male",31,8,125927.51,2,1,0,147661.47,0
"C.S.","Messersmith",542,"France","Female",25,7,0,2,0,1,82393.08,0
"Aung","Coles",640,"Germany","Male",48,1,111599.32,1,0,1,135995.58,0
"Mahatma","Brookes",553,"France","Female",27,3,0,2,0,0,159800.16,0
"Malala","Reid",741,"France","Male",38,9,0,2,1,0,14379.01,0
"Winston","Etheridge",598,"France","Male",35,8,114212.6,1,1,1,74322.85,0
"Woodrow","Jolly",660,"Spain","Female",42,5,0,3,1,1,189016.24,1
"Ludwig","Chizoba",618,"Spain","Male",41,4,115251.64,1,0,0,136435.75,0
"Mikhail","Eberegbulam",647,"France","Male",43,9,0,2,1,1,78488.39,0
"Plato","Pagnotto",491,"France","Female",68,3,107571.61,1,0,1,113695.99,0
"Brad","Lucchesi",652,"France","Female",32,2,0,2,1,0,54628.11,0
"Martin","Hughes",650,"Germany","Female",45,9,152367.21,3,1,0,150835.21,1
"Tom","Panicucci",413,"Germany","Male",39,1,130969.77,2,1,1,158891.79,0
"Ludwig","Burns",416,"Germany","Female",25,0,97738.97,2,1,1,160523.33,0
"Al","Ricci",629,"Spain","Male",34,8,0,2,1,1,180595.02,0
"Brad","Lambert",678,"Spain","Female",40,4,113794.22,1,1,0,16618.76,0
"Donald","Esposito",527,"Spain","Male",28,6,128396.33,2,1,0,79919.97,0
"Christopher","Benson",743,"Spain","Female",48,5,118207.69,2,0,0,186489.14,1
"George","Botts",683,"Germany","Male",73,9,124730.26,1,1,1,51999.5,0
"Indira","Parkes",536,"France","Female",41,9,0,1,1,0,121299.14,0
"Vincent","Mai",663,"Spain","Male",52,0,136298.65,1,1,0,144593.3,1
